index	chinese_rank	frequency	word	traditional	pinyin	matched	meaning
1125	2433	24.19	宇宙	宇宙	yǔzhòu	vũ trụ	vũ trụ/vạn vật/thế giới/suốt gầm trời
1126	2434	24.19	黄色	黃色	huángsè	hoàng sắc	màu vàng/hoàng sắc/đồi truỵ/hủ bại/vàng
1127	2437	24.15	真诚	真誠	zhēnchéng	chân thành	chân thành/chân thật/thành thật
1128	2440	24.11	以往	以往	yǐwǎng	dĩ vãng	dĩ vãng/ngày xưa/ngày trước/trước kia/đã qua
1129	2441	24.09	机械	機械	jīxiè	cơ giới	máy móc/cơ giới/cứng nhắc/không linh hoạt
1130	2446	24.03	群体	群體	qúntǐ	quần thể	quần thể/bầy/đàn
1131	2448	24.02	生物	生物	shēngwù	sinh vật	sinh vật
1132	2451	23.99	秩序	秩序	zhìxù	trật tự	trật tự
1133	2452	23.98	理性	理性	lǐxìng	lý tính	lý tính/lý trí/sống bằng lý trí
1134	2453	23.98	动力	動力	dònglì	động lực	động lực
1135	2454	23.98	植物	植物	zhíwù	thực vật	thực vật/cây cối/cây
1136	2455	23.97	饮食	飲食	yǐnshí	ẩm thực	ẩm thực/ăn uống/đồ ăn thức uống
1137	2459	23.9	法院	法院	fǎyuàn	pháp viện	pháp viện/toà án
1138	2461	23.9	团体	團體	tuántǐ	đoàn thể	đoàn thể
1139	2463	23.84	市长	市長	shìcháng	thị trưởng	thị trưởng
1140	2465	23.83	爆发	爆發	bàofā	bạo phát	bùng nổ/bạo phát/phun/nổ/phát tác/đột phá/đột phát/bùng lên/bật lên/oà lên/phá lên
1141	2471	23.78	大厅	大廳	dàtīng	đại sảnh	đại sảnh/phòng khách
1142	2473	23.75	正如	正如	zhèngrú	chính như	chính như
1143	2474	23.74	不论	不論	bùlùn	bất luận	bất luận/dù/cho dù/bất kỳ/bất cứ/miễn bàn/không tranh cãi/không bàn
1144	2475	23.73	文物	文物	wénwù	văn vật	văn vật/di vật văn hoá/hiện vật văn hoá khảo cổ
1145	2477	23.72	大地	大地	dàdì	đại địa	đại địa/mặt đất/khắp nơi/đất nước/đất đai/thế giới/trái đất/địa cầu
1146	2480	23.71	东京	東京	dōngjīng	đông kinh	Tô-ki-ô/Đông Kinh/Tokyo
1147	2482	23.69	对外	對外	dùiwài	đối ngoại	đối ngoại
1148	2484	23.68	除非	除非	chúfēi	trừ phi	trừ phi/trừ khi/nếu không/chỉ có/chỉ với điều kiện là/ngoài ra/trừ ra/trừ/loại ra/không kể
1149	2487	23.64	性质	性質	xìngzhí	tính chất	tính chất
1150	2488	23.62	江苏	江蘇	jiāngsū	giang tô	Giang Tô/tỉnh Giang Tô
1151	2491	23.59	名人	名人	míngrén	danh nhân	danh nhân/người có tiếng tăm
1152	2492	23.58	人体	人體	réntǐ	nhân thể	nhân thể/cơ thể người/thân thể
1153	2493	23.56	路口	路口	lùkǒu	lộ khẩu	lộ khẩu/giao lộ/đường giao
1154	2494	23.56	公众	公眾	gōngzhòng	công chúng	công chúng/đại chúng/chung/công cộng
1155	2495	23.55	跳舞	跳舞	tiàowǔ	khiêu vũ	khiêu vũ/múa/vũ đạo/nhảy múa tập thể
1156	2496	23.55	家具	家具	jiājù	gia cụ	gia cụ/đồ dùng trong nhà/vật dụng trong nhà
1157	2497	23.54	绝望	絕望	juéwàng	tuyệt vọng	tuyệt vọng/hết hi vọng
1158	2498	23.52	家属	家屬	jiāshǔ	gia thuộc	người nhà/gia thuộc/người trong gia đình
1159	2501	23.5	时报	時報	shíbào	thời báo	thời báo
1160	2505	23.48	注重	注重	zhùzhòng	chú trọng	chú trọng/coi trọng
1161	2509	23.41	混乱	混亂	hùnluàn	hỗn loạn	hỗn loạn/lẫn lộn/pha trộn/lộn xộn/lung tung/rối loạn
1162	2510	23.41	增强	增強	zēngqiáng	tăng cường	tăng cường
1163	2511	23.4	言论	言論	yánlùn	ngôn luận	ngôn luận/lời bàn
1164	2514	23.39	客观	客觀	kèguān	khách quan	khách quan
1165	2522	23.3	一级	一級	yījí	nhất cấp	một bậc/nhất cấp
1166	2524	23.29	污染	汙染	wūrǎn	ô nhiễm	ô nhiễm/nhiễm bẩn/làm bẩn/sự ô nhiễm
1167	2527	23.28	各类	各類	gèlèi	các loại	các loại
1168	2528	23.26	政权	政權	zhèngquán	chính quyền	chính quyền/cơ quan chính quyền/bộ máy hành chính/cơ quan hành chính
1169	2529	23.25	商人	商人	shāngrén	thương nhân	thương nhân/thương gia/nhà kinh doanh/người buôn
1170	2531	23.23	谈判	談判	tánpàn	đàm phán	đàm phán/thương lượng
1171	2532	23.22	灿烂	燦爛	cànlàn	xán lạn	sáng lạn/xán lạn/rực rỡ/sáng rực
1172	2534	23.21	友好	友好	yǒuhǎo	hữu hảo	hữu hảo/bạn thân/bạn tốt/bạn bè/hữu nghị
1173	2535	23.17	勇敢	勇敢	yǒnggǎn	dũng cảm	dũng cảm/gan dạ
1174	2536	23.14	伙伴	夥伴	huǒbàn	hỏa bạn	đồng bọn/bọn/nhóm/băng/hỏa bạn/cùng thổi mà ăn
1175	2537	23.12	缺少	缺少	quēshǎo	khuyết thiếu	khuyết thiếu/thiếu khuyết
1176	2539	23.09	转变	轉變	zhuǎnbiàn	chuyển biến	chuyển biến/biến chuyển/thay đổi
1177	2540	23.09	艺术家	藝術家	yìzhújiā	nghệ thuật gia	nghệ thuật gia/văn nghệ sĩ/nghệ sĩ/nhà nghệ thuật
1178	2542	23.05	代价	代價	dàijià	đại giới	đại giới/tiền mua/giá tiền/giá/giá phải trả/chi phí
1179	2543	23.03	义务	義務	yìwù	nghĩa vụ	nghĩa vụ/làm không/làm ủng hộ/nhiệm vụ
1180	2544	23.01	江湖	江湖	jiānghú	giang hồ	giang hồ/khắp bốn phương/khắp nơi/khắp chốn/kẻ giang hồ/nghề giang hồ
1181	2550	22.9	毛病	毛病	máobìng	mao bệnh	tật xấu/mao bệnh/tâm bệnh/tật/xảy ra sự cố/có chuyện/khuyết điểm/thói xấu/bệnh/ốm
1182	2556	22.83	发动	發動	fādòng	phát động	phát động/bắt đầu/làm cho chuyển động/khởi động
1183	2564	22.68	本地	本地	běndì	bản địa	bản địa/vùng này/trong vùng/đặc sản/bản xứ
1184	2565	22.68	残酷	殘酷	cánkù	tàn khốc	tàn khốc/hung ác khắc nghiệt
1185	2567	22.65	指定	指定	zhǐdìng	chỉ định	chỉ định/đã định/quy định/xác định
1186	2573	22.58	待遇	待遇	dàiyù	đãi ngộ	đãi ngộ/đối đãi/đối xử
1187	2574	22.57	右边	右邊	yòubiān	hữu biên	bên phải/hữu biên/phía hữu
1188	2575	22.57	卧室	臥室	wòshì	ngọa thất	phòng ngủ/ngọa thất/buồng ngủ
1189	2578	22.52	天安门	天安門	tiānānmén	thiên an môn	Thiên An Môn
1190	2579	22.52	军人	軍人	jūnrén	quân nhân	quân nhân/người lính
1191	2581	22.48	国有	國有	guóyǒu	quốc hữu	quốc hữu/sở hữu quốc gia/thuộc nhà nước/thuộc sở hữu nhà nước
1192	2583	22.47	包含	包含	bāohán	bao hàm	bao hàm/chứa/có/hàm chứa/gồm/thấm đẫm
1193	2587	22.44	同行	同行	tóngxíng	đồng hành	đồng hành/cùng ngành/cùng nghề/người cùng nghề/người cùng ngành/song hành/cùng đi
1194	2588	22.43	落后	落後	luòhòu	lạc hậu	lạc hậu/rớt lại phía sau/chậm hơn kế hoạch
1195	2592	22.33	老子	老子	lǎozǐ	lão tử	lão tử/bố/ba/cha/tía/bố mày
1196	2593	22.31	节奏	節奏	jiézòu	tiết tấu	tiết tấu/nhịp điệu/nhịp nhàng
1197	2594	22.3	业主	業主	yèzhǔ	nghiệp chủ	nghiệp chủ
1198	2597	22.26	冲动	沖動	chōngdòng	xung động	xúc động/xung động/kích thích/thúc đẩy/phát động/thôi thúc/bị kích thích/bị kích động/khởi động/xung lực/sôi nổi/quá xúc động
1199	2598	22.26	打扮	打扮	dǎbàn	đả ban	cách ăn mặc/trang phục/trang điểm/trang trí/trang hoàng/diện/làm dáng/ăn mặc/đả ban/thay làm bộ dạng khác
1200	2601	22.26	发达	發達	fādá	phát đạt	phát đạt/thịnh vượng/phát triển
1201	2602	22.25	权威	權威	quánwēi	quyền uy	quyền uy/uy tín/người có quyền uy nhất/người có vai vế nhất/người có địa vị nhất
1202	2606	22.21	法规	法規	fǎgūi	pháp quy	pháp quy/luật lệ/khuôn phép
1203	2607	22.2	人心	人心	rénxīn	nhân tâm	lòng người/nhân tâm/thấu tình đạt lý
1204	2608	22.18	对付	對付	dùifù	đối phó	đối phó/ứng phó/tạm/tạm bợ/hợp nhau/hợp
1205	2610	22.17	少数	少數	shǎoshù	thiểu số	số ít/thiểu số
1206	2611	22.13	高速	高速	gāosù	cao tốc	tốc độ cao/cao tốc/nhanh chóng/cực nhanh
1207	2613	22.12	坚强	堅強	jiānqiáng	kiên cường	kiên cường/kiên quyết/làm cho mạnh mẽ/củng cố
1208	2615	22.1	境界	境界	jìngjiè	cảnh giới	cảnh giới/ranh giới/địa giới/cương giới/phạm vi/vùng/mức độ/trình độ
1209	2616	22.1	教训	教訓	jiàoxùn	giáo huấn	giáo huấn/dạy bảo/dạy dỗ/bài học kinh nghiệm
1210	2617	22.09	带领	帶領	dàilǐng	đái lĩnh	dẫn dắt/đái lĩnh/dìu dắt/đưa/dẫn/lãnh đạo/chỉ huy/điều khiển/hướng dẫn
1211	2618	22.06	合法	合法	héfǎ	hợp pháp	hợp pháp/phải phép
1212	2619	22.05	警告	警告	jǐnggào	cảnh cáo	cảnh cáo/nhắc nhở/nhắc/phạt cảnh cáo
1213	2620	22.05	通道	通道	tōngdào	thông đạo	thông đạo/đường giao thông/đường qua lại
1214	2622	22.04	医学	醫學	yìxué	y học	y học/y khoa
1215	2625	22.02	发觉	發覺	fājué	phát giác	phát giác/phát hiện/biết
1216	2628	21.99	立场	立場	lìcháng	lập trường	lập trường/lập trường giai cấp
1217	2630	21.97	休闲	休閒	xīuxián	hưu nhàn	hưu nhàn/hưu canh/để đất nghỉ
1218	2633	21.89	人文	人文	rénwén	nhân văn	nhân văn
1219	2634	21.87	焦点	焦點	jiāodiǎn	tiêu điểm	tiêu điểm/điểm tập trung/trọng điểm/tiêu điểm chính/nơi tập trung/trọng tâm/trung tâm
1220	2635	21.86	依靠	依靠	yīkào	y khốc	dựa vào/nhờ/chỗ dựa/y khốc/nương nhờ
1221	2636	21.86	指示	指示	zhǐshì	chỉ thị	chỉ thị
1222	2637	21.85	过分	過分	guòfēn	quá phận	quá phận/quá/quá đáng/quá mức/quá trớn/lố trớn
1223	2639	21.85	团结	團結	tuánjié	đoàn kết	đoàn kết/hoà thuận/hữu nghị/hoà nhã
1224	2641	21.82	出身	出身	chūshēn	xuất thân	xuất thân
1225	2642	21.82	病毒	病毒	bìngdú	bệnh độc	bệnh độc/siêu vi trùng/mầm độc/vi-rút
1226	2646	21.8	出色	出色	chūsè	xuất sắc	xuất sắc/đẹp đẽ/tế nhị/tinh vi/ngon
1227	2648	21.79	品质	品質	pǐnzhí	phẩm chất	phẩm chất/tính cách/chất lượng
1228	2649	21.79	乐趣	樂趣	lèqù	lạc thú	lạc thú/niềm vui/hứng thú/thích thú
1229	2651	21.7	江南	江南	jiāngnán	giang nam	Giang Nam/phía nam sông Trường Giang
1230	2653	21.66	场景	場景	chángjǐng	tràng cảnh	cảnh tượng/tràng cảnh/pha/cảnh/tình cảnh
1231	2655	21.64	舞蹈	舞蹈	wǔdǎo	vũ đạo	vũ đạo/vũ/điệu múa/múa/nhảy múa
1232	2660	21.62	前提	前提	qiántí	tiền đề	điều kiện tiên quyết/tiền đề/điều kiện trước tiên
1233	2661	21.62	越南	越南	yuènán	việt nam	Việt Nam/Việt/Vietnam
1234	2668	21.57	相似	相似	xiāngsì	tương tự	tương tự/giống nhau/giống hệt
1235	2671	21.55	委屈	委屈	wěiqū	ủy khuất	ủy khuất/tủi thân/oan ức/uất ức/làm oan/uy khuất/đều là cái ý uyển chuyển thuận tòng cả
1236	2672	21.55	批判	批判	pīpàn	phê phán	phê phán/phê bình
1237	2673	21.55	发音	發音	fāyīn	phát âm	phát âm/âm phát ra
1238	2676	21.49	现状	現狀	xiànzhuàng	hiện trạng	hiện trạng/hiện tình/tình trạng hiện nay
1239	2677	21.49	天才	天才	tiāncái	thiên tài	thiên tài/tài năng xuất chúng/người có tài
1240	2678	21.48	游行	遊行	yóuxíng	du hành	du hành/đi chơi xa/tuần hành/diễu hành/biểu tình
1241	2679	21.47	大道	大道	dàdào	đại đạo	đường lớn/đại đạo/đường rộng rãi/đường thênh thang/đại lộ/lẽ phải/đạo lý đúng đắn
1242	2680	21.47	势力	勢力	shìlì	thế lực	thế lực
1243	2681	21.46	怀念	懷念	huáiniàn	hoài niệm	hoài niệm/nhớ nhung/tưởng nhớ/nhớ
1244	2684	21.45	描写	描寫	miáoxiě	miêu tả	miêu tả/mô tả
1245	2687	21.41	引发	引發	yǐnfā	dẫn phát	dẫn phát/dẫn dắt phát ra/gợi ra/khơi ra/khiến cho
1246	2688	21.38	场合	場合	chánghé	trường hợp	trường hợp/nơi
1247	2693	21.36	发明	發明	fāmíng	phát minh	phát minh/sáng chế/sự phát minh/phát kiến/sáng tạo/trình bày sáng tạo
1248	2694	21.34	复制	復制	fùzhì	phục chế	phục chế/làm lại
1249	2695	21.33	新生	新生	xīnshēng	tân sinh	tân sinh/mới ra đời/mới xuất hiện/sinh mạng mới/hồi sinh/phục hồi/sống lại/học sinh mới
1250	2696	21.33	赔偿	賠償	péicháng	bồi thường	bồi thường/đền bù
1251	2697	21.33	价钱	價錢	jiàqián	giá tiền	giá/giá cả/giá tiền
1252	2700	21.3	个别	個別	gèbié	cá biệt	cá biệt/hiếm có/riêng/riêng lẻ/riêng biệt
1253	2701	21.3	瑞士	瑞士	rùishì	thụy sĩ	Thụy Sĩ/Thuỵ Sĩ/Switzerland
1254	2705	21.24	佩服	佩服	pèifú	bội phục	bội phục/khâm phục/bái phục/phục mãi
1255	2709	21.17	人气	人氣	rénqì	nhân khí	nhân khí
1256	2710	21.15	神经	神經	shénjīng	thần kinh	thần kinh
1257	2717	21.09	好朋友	好朋友	hǎopéngyǒu	hảo bằng hữu	bạn tốt/hảo bằng hữu
1258	2718	21.08	护照	護照	hùzhào	hộ chiếu	hộ chiếu/giấy thông hành
1259	2723	21.03	小姑娘	小姑孃	xiǎogūniáng	tiểu cô nương	Tiểu cô nương/tiểu cô nương
1260	2735	20.94	岗位	崗位	gǎngwèi	cương vị	cương vị/vị trí công tác/chức vụ
1261	2736	20.94	地道	地道	dìdào	địa đạo	nói/địa đạo/đường hầm/chính hiệu/chính gốc/thật thuần túy/chính cống/đường ngầm/chân chính/chính cống tốt/đủ tiêu chuẩn
1262	2742	20.91	探讨	探討	tàntǎo	tham thảo	tham thảo/dò xét/nghiên cứu thảo luận/thảo luận nghiên cứu
1263	2746	20.87	投票	投票	tóupiào	đầu phiếu	đầu phiếu/bỏ phiếu
1264	2748	20.86	气质	氣質	qìzhí	khí chất	khí chất/tính tình/phong cách/phong độ
1265	2749	20.84	冷静	冷靜	lěngjìng	lãnh tĩnh	bình tĩnh/lãnh tĩnh/vắng vẻ/yên tĩnh/nguội lạnh/vắng lặng
1266	2751	20.83	真理	真理	zhēnlǐ	chân lý	chân lý
1267	2752	20.83	阳台	陽臺	yángtái	dương đài	ban công/sân thượng/dương đài
1268	2754	20.81	运动员	運動員	yùndòngyuán	vận động viên	vận động viên
1269	2758	20.78	外汇	外匯	wàihùi	ngoại hối	ngoại hối/trao đổi/ngoại tệ
1270	2759	20.77	回报	回報	húibào	hồi báo	hồi báo/báo cáo/báo cáo với/báo đáp/báo ơn/đền ơn/báo thù/trả thù/phục thù/báo phục
1271	2760	20.76	物理	物理	wùlǐ	vật lý	vật lý/lý lẽ/cái lý của sự vật/vật lí học
1272	2763	20.71	邮局	郵局	yóujú	bưu cục	bưu cục/bưu điện
1273	2767	20.67	婚礼	婚禮	hūnlǐ	hôn lễ	hôn lễ/lễ cưới/lễ thành hôn/lễ kết hôn/đám cưới
1274	2768	20.64	民工	民工	míngōng	dân công	dân công
1275	2769	20.63	悲剧	悲劇	bēijù	bi kịch	bi kịch/cảnh ngộ bất hạnh
1276	2770	20.62	流氓	流氓	líumáng	lưu manh	lưu manh/du côn/người sống lang thang/thủ đoạn lưu manh/trò lưu manh
1277	2772	20.59	温度	溫度	wēndù	ôn độ	độ ấm/ôn độ/nhiệt độ/độ nóng
1278	2775	20.58	配置	配置	pèizhì	phối trí	phối trí/phân phối/bố trí/sắp xếp
1279	2776	20.57	化学	化學	huàxué	hóa học	hóa học/xenluylôit/nhựa/hoá học/xen-lu-lô-ít
1280	2788	20.46	万一	萬一	wànyī	vạn nhất	vạn nhất/một phần vạn/ngộ nhỡ/nhỡ ra
1281	2791	20.45	滋味	滋味	zīwèi	tư vị	tư vị/mùi vị/tiếp thụ/cảm thụ/mùi
1282	2793	20.45	婆婆	婆婆	pópó	bà bà	bà bà/mẹ chồng/bà nội/bà ngoại
1283	2794	20.44	非洲	非洲	fēizhōu	phi châu	Phi Châu/Châu Phi
1284	2795	20.44	局面	局面	júmiàn	cục diện	cục diện/quy mô/kích thước/phạm vi
1285	2797	20.42	密切	密切	mìqiē	mật thiết	chặt chẽ/mật thiết/làm cho gắn bó/làm cho gần gũi/cặn kẽ/tỉ mỉ/thấu đáo
1286	2799	20.38	京剧	京劇	jīngjù	kinh kịch	kinh kịch
1287	2800	20.38	应付	應付	yìngfù	ứng phó	ứng phó/đối phó/qua loa/có tính chất đối phó/tạm/tàm tạm
1288	2802	20.36	心思	心思	xīnsī	tâm tư	tâm tư/ý nghĩ/suy nghĩ/trí nhớ/ý muốn/lòng dạ
1289	2803	20.35	转向	轉向	zhuǎnxiàng	chuyển hướng	chuyển hướng/thay đổi phương hướng/thay đổi lập trường/mất phương hướng/lạc hướng
1290	2806	20.3	正义	正義	zhèngyì	chính nghĩa	chính nghĩa/công chính/ý nghĩa chính xác/ý nghĩa đúng đắn
1291	2807	20.28	感冒	感冒	gǎnmào	cảm mạo	cảm mạo/cảm cúm/bị cảm/bị cúm/quan tâm/khoái/thích
1292	2809	20.27	师生	師生	shīshēng	sư sinh	sư sinh/giáo viên và học sinh/thầy trò
1293	2811	20.25	老家	老家	lǎojiā	lão gia	lão gia/quê nhà/nguyên quán/quê quán/quê
1294	2814	20.24	人和	人和	rénhé	nhân hòa	nhân hòa/sự đoàn kết của nhân dân/nhân hoà
1295	2816	20.24	情报	情報	qíngbào	tình báo	tình báo/thông tin/tin tức
1296	2819	20.2	不良	不良	bùliáng	bất lương	bất lương/không tốt/xấu/kém/rối loạn/có hại/không có hiệu quả
1297	2820	20.2	人性	人性	rénxìng	nhân tính	nhân tính/tính người
1298	2823	20.18	升级	升級	shēngjí	thăng cấp	thăng cấp/lên cấp/leo thang
1299	2824	20.17	老爷	老爺	lǎoyé	lão gia	lão gia/quan lớn/quan to/nhân vật quan trọng/ông chủ/ông ngoại/cũ kỹ
1300	2825	20.17	否认	否認	fǒurèn	phủ nhận	phủ nhận/không thừa nhận/bác bỏ
1301	2826	20.17	名词	名詞	míngcí	danh từ	danh từ/thuật ngữ/từ chỉ khái niệm
1302	2827	20.17	建成	建成	jiànchéng	kiến thành	kiến thành
1303	2829	20.15	蝴蝶	蝴蝶	húdié	hồ điệp	con bướm/hồ điệp/bướm/bươm bướm
1304	2832	20.12	装备	裝備	zhuāngbèi	trang bị	trang bị/đồ trang bị
1305	2837	20.06	神话	神話	shénhuà	thần thoại	thần thoại/chuyện hoang đường
1306	2841	20.04	布置	布置	bùzhì	bố trí	bố trí/sắp xếp/xếp đặt/bày biện/bài trí/trang trí/sắp đặt/thu xếp/tổ chức
1307	2842	20.04	期望	期望	qīwàng	kỳ vọng	kỳ vọng/chờ đợi/mong đợi
1308	2846	20.01	指标	指標	zhǐbiāo	chỉ tiêu	chỉ tiêu/mức
1309	2856	19.93	财务	財務	cáiwù	tài vụ	tài vụ
1310	2862	19.9	结局	結局	jiéjú	kết cục	kết cục/kết quả/rốt cuộc
1311	2864	19.9	纯粹	純粹	chúncùi	thuần túy	thuần túy/thuần chất/tinh khiết/ròng/nguyên chất/đơn thuần/thuần tuý/duy nhất/đơn độc
1312	2866	19.88	古典	古典	gǔdiǎn	cổ điển	cổ điển/điển cố/điển tích
