rank	frequency	word	pinyin	traditional	hanviet
20928.0	2.52	烩	hùi	燴	quái
20930.0	2.52	门厅	méntīng	門廳	môn sảnh, môn thính
20932.0	2.52	沸	fèi	沸	phí, phất
20934.0	2.52	德国大学	déguódàxué	德國大學	đức quốc đại học, đức quốc thái học
20940.0	2.52	娌	lǐ	娌	lí, lý
20943.0	2.52	与会者	yǔhùizhě	與會者	dự hội giả, dự cối giả, dữ hội giả, dữ cối giả
20948.0	2.52	歌厅	gētīng	歌廳	ca sảnh, ca thính
20950.0	2.52	家树	jiāshù	家樹	gia thụ, cô thụ
20953.0	2.52	咖啡屋	kāfēiwū	咖啡屋	già phỉ ốc, già phê ốc
20958.0	2.52	吟唱	yínchàng	吟唱	ngâm xướng
20972.0	2.52	净资产	jìngzīchǎn	淨資產	tịnh tư sản
20973.0	2.52	灵机一动	língjīyīdòng	靈機一動	linh ky nhất động, linh ki nhất động, linh cơ nhất động
20976.0	2.52	广电	guǎngdiàn	廣電	nghiễm điện, quảng điện, yểm điện, quáng điện
20983.0	2.52	海涛	hǎitāo	海濤	hải đào
20985.0	2.52	国际性	guójìxìng	國際性	quốc tế tính
20990.0	2.52	风里	fēnglǐ	風裡	phong lí, phong lý
20995.0	2.51	忙不迭	mángbùdié	忙不迭	mang phầu điệt, mang phủ điệt, mang bất điệt, mang phi điệt
20996.0	2.51	老说	lǎoshuō	老說	lão duyệt, lão thuyết, lão thuế
20997.0	2.51	科恩	kēēn	科恩	khoa ân
20999.0	2.51	小家	xiǎojiā	小家	tiểu gia, tiểu cô
21000.0	2.51	幽默感	yōumògǎn	幽默感	u mặc cảm
21001.0	2.51	道明	dàomíng	道明	đáo minh, đạo minh
21005.0	2.51	工大	gōngdà	工大	công đại, công thái
21006.0	2.51	谣	yáo	謠	dao
21009.0	2.51	每种	měizhǒng	每種	mỗi chúng, mỗi chủng, môi chúng, môi chủng
21010.0	2.51	其意	qíyì	其意	ký ý, ki ý, kì ý, kỳ ý
21015.0	2.51	杨建利	yángjiànlì	楊建利	dương kiến lợi, dương kiển lợi
21017.0	2.51	CBD	CBD	CBD	
21022.0	2.51	敕	chì	敕	sắc
21024.0	2.51	代表人物	dàibiǎorénwù	代表人物	đại biểu nhân vật, đại (5 n) biểu nhân vật
21025.0	2.51	普普通通	pǔpǔtōngtōng	普普通通	phổ phổ thông thông
21027.0	2.51	续集	xùjí	續集	tục tập
21028.0	2.51	考试中心	kǎoshìzhōngxīn	考試中心	khảo thí trúng tâm, khảo thí trung tâm
21031.0	2.51	少年儿童	shǎoniánértóng	少年兒童	thiếu niên nhi đồng, thiếu niên nghê đồng, thiếu niên nhân đồng, thiểu niên nhi đồng, thiểu niên nghê đồng, thiểu niên nhân đồng
21032.0	2.51	五十万	wǔshíwàn	五十萬	ngũ thập vạn, ngũ thập mặc
21033.0	2.51	违纪	wéijì	違紀	vi kỉ
21035.0	2.51	咖啡店	kāfēidiàn	咖啡店	già phỉ điếm, già phê điếm
21036.0	2.51	水浒	shǔihǔ	水滸	thủy hử
21042.0	2.51	ゅ	ゅ	ゅ	
21049.0	2.51	香香	xiāngxiāng	香香	hương hương
21053.0	2.51	近处	jìnchù	近處	ký xử, ký xứ, cấn xử, cấn xứ, cận xử, cận xứ
21057.0	2.51	常住	chángzhù	常住	thường trụ
21059.0	2.51	赛区	sàiqū	賽區	tái khu, tái âu, trại khu, trại âu
21060.0	2.51	欧美	ōuměi	歐美	âu mĩ, âu mỹ, ẩu mĩ, ẩu mỹ
21062.0	2.5	book	book	book	
21063.0	2.5	陈云	chényún	陳雲	trần vân, trận vân
21064.0	2.5	扬长而去	yángchángérqù	揚長而去	dương trướng nhi khứ, dương trướng nhi khu, dương trường nhi khứ, dương trường nhi khu, dương trưởng nhi khứ, dương trưởng nhi khu
21065.0	2.5	非政府	fēizhèngfǔ	非政府	phi chánh phủ, phi chính phủ
21068.0	2.5	本无	běnwú	本無	bổn vô, bổn mô, bản vô, bản mô
21070.0	2.5	峪	yù	峪	dục
21071.0	2.5	山一	shānyī	山一	san nhất, sơn nhất
21073.0	2.5	National	National	National	
21075.0	2.5	拎起	līngqǐ	拎起	linh khởi
21076.0	2.5	严打	yándǎ	嚴打	nghiêm đả
21079.0	2.5	该院	gāiyuàn	該院	cai viện
21080.0	2.5	刘邦	líubāng	劉邦	lưu bang
21081.0	2.5	隙	xì	隙	khích
21083.0	2.5	责任人	zérènrén	責任人	trái nhậm nhân, trái nhâm nhân, trách nhậm nhân, trách nhâm nhân
21090.0	2.5	本社	běnshè	本社	bổn xã, bản xã
21092.0	2.5	毛毯	máotǎn	毛毯	mao thảm, mô thảm
21099.0	2.5	赵敏	zhàomǐn	趙敏	triệu mẫn
21103.0	2.5	谢霆锋	xiètíngfēng	謝霆鋒	tạ đình phong
21105.0	2.5	其子	qízǐ	其子	ký tử, ký tý, ki tử, ki tý, kì tử, kì tý, kỳ tử, kỳ tý
21108.0	2.5	小学校	xiǎoxuéxiào	小學校	tiểu học giáo, tiểu học hiệu, tiểu học hào
21113.0	2.5	玛雅	mǎyǎ	瑪雅	mã nhã
21118.0	2.5	Music	Music	Music	
21119.0	2.5	守法	shǒufǎ	守法	thú pháp, thủ pháp
21121.0	2.5	终将	zhōngjiāng	終將	chung tương, chung thương, chung tướng
21123.0	2.5	北京奥运会	běijīngàoyùnhùi	北京奧運會	bắc kinh úc vận hội, bắc kinh úc vận cối, bắc kinh áo vận hội, bắc kinh áo vận cối
21124.0	2.5	教委	jiàowěi	教委	giáo ủy, giáo uy
21126.0	2.5	主营业务	zhǔyíngyèwù	主營業務	chủ doanh nghiệp vụ, chủ dinh nghiệp vụ
21128.0	2.49	登记表	dēngjìbiǎo	登記表	đăng kí biểu
21129.0	2.49	vs	vs	vs	
21130.0	2.49	侄儿	zhíér	侄兒	chất nhi, chất nghê, chất nhân
21132.0	2.49	舆	yú	輿	dư
21133.0	2.49	失衡	shīhéng	失衡	thất hành, thất hoành
21134.0	2.49	line	line	line	
21141.0	2.49	Comment	Comment	Comment	
21145.0	2.49	成吉思汗	chéngjísīhàn	成吉思汗	thành cát tư hàn, thành cát tư hãn, thành cát tai hàn, thành cát tai hãn, thành cát tứ hàn, thành cát tứ hãn
21146.0	2.49	鼓足	gǔzú	鼓足	cổ túc
21152.0	2.49	轩辕	xuānyuán	軒轅	hiên viên
21154.0	2.49	文案	wénàn	文案	văn án, vấn án
21155.0	2.49	棋手	qíshǒu	棋手	kì thủ, kí thủ, kỳ thủ
21157.0	2.49	驾校	jiàxiào	駕校	giá giáo, giá hiệu, giá hào
21159.0	2.49	代表大会	dàibiǎodàhùi	代表大會	đại biểu đại hội, đại biểu đại cối, đại biểu thái hội, đại biểu thái cối, đại (5 n) biểu đại hội, đại (5 n) biểu đại cối, đại (5 n) biểu thái hội, đại (5 n) biểu thái cối
21162.0	2.49	备有	bèiyǒu	備有	bị dựu, bị hữu
21164.0	2.49	衍	yǎn	衍	diễn, diên
21165.0	2.49	买进	mǎijìn	買進	mãi tiến
21168.0	2.49	选为	xuǎnwèi	選為	tuyến vi, tuyển vi
21169.0	2.49	贴到	tiēdào	跕到	thiếp đáo
21170.0	2.49	详见	xiángjiàn	詳見	tường kiến, tường hiện
21172.0	2.49	四五十	sìwǔshí	四五十	tứ ngũ thập
21174.0	2.49	练就	liànjìu	練就	luyện tựu
21179.0	2.49	韦小宝	wéixiǎobǎo	韋小寶	vi tiểu bảo
21184.0	2.49	玉龙	yùlóng	玉龍	ngọc long, ngọc sủng, túc long, túc sủng
21185.0	2.49	河畔	hépàn	河畔	hà bạn
21187.0	2.49	today	today	today	
21190.0	2.49	SINA	SINA	SINA	
21191.0	2.49	house	house	house	
21192.0	2.49	慈禧太后	cíxǐtàihòu	慈禧太后	từ hi thái hấu, từ hi thái hậu
21195.0	2.49	鞍	ān	鞍	an
21197.0	2.49	姜晖	jiānghūi	姜暉	khương huy
21198.0	2.49	儒学	rúxué	儒學	nho học
21200.0	2.49	王朔	wángshuò	王朔	vượng sóc, vương sóc
21202.0	2.49	奋	fèn	奮	phấn
21207.0	2.48	鞋带	xiédài	鞋帶	hài đái
21208.0	2.48	苓	líng	苓	linh
21209.0	2.48	⑦	⑦	⑦	
21211.0	2.48	休息日	xīuxīrì	休息日	hưu tức nhật
21213.0	2.48	SUV	SUV	SUV	
21219.0	2.48	卫东	wèidōng	衛東	vệ đông
21220.0	2.48	企事业	qǐshìyè	企事業	xí sự nghiệp
21225.0	2.48	电话线	diànhuàxiàn	電話線	điện thoại tuyến
21227.0	2.48	征得	zhēngdé	徵得	trưng đắc, chinh đắc, chủy đắc, trừng đắc
21230.0	2.48	赚取	zhuànqǔ	賺取	trám thủ
21233.0	2.48	哭闹	kūnào	哭鬧	khốc (10 n) nháo, khốc (10 n) náo, khốc nháo, khốc náo
21239.0	2.48	历史系	lìshǐxì	歷史系	lịch sử hệ
21240.0	2.48	荆	jīng	荊	kinh
21241.0	2.48	几千万	jīqiānwàn	幾千萬	ki thiên vạn, ki thiên mặc, kỷ thiên vạn, kỷ thiên mặc, kí thiên vạn, kí thiên mặc, kỉ thiên vạn, kỉ thiên mặc
21247.0	2.47	展览馆	zhǎnlǎnguǎn	展攬館	triển lãm quán
21250.0	2.47	左眼	zuǒyǎn	左眼	tá nhãn, tả nhãn
21252.0	2.47	纪念堂	jìniàntáng	紀念堂	kỉ niệm đường
21253.0	2.47	并称	bìngchēng	並稱	tịnh xứng, tịnh xưng, tinh xứng, tinh xưng
21254.0	2.47	Saturday	Saturday	Saturday	
21255.0	2.47	庞	páng	厖	bàng, lung, mang
21259.0	2.47	漏水	lòushǔi	漏水	lậu thủy
21260.0	2.47	秋雨	qīuyǔ	秋雨	thu vú, thu vũ
21264.0	2.47	营业执照	yíngyèzhízhào	營業執照	doanh nghiệp chấp chiếu, dinh nghiệp chấp chiếu
21266.0	2.47	小姑	xiǎogū	小姑	tiểu cô
21268.0	2.47	中央军委	zhōngyāngjūnwěi	中央軍委	trúng ương quân ủy, trúng ương quân uy, trung ương quân ủy, trung ương quân uy
21271.0	2.47	泰勒	tàilè	泰勒	thái lặc
21276.0	2.47	躯	qū	軀	khu
21277.0	2.47	even	even	even	
21280.0	2.47	华纳	huánà	華納	hoa nạp, hóa nạp
21283.0	2.47	称是	chēngshì	稱是	xứng thị, xưng thị
21285.0	2.47	ù	ù	ù	
21286.0	2.47	爱子	àizǐ	愛子	ái tử, ái tý
21288.0	2.47	不由分说	bùyóufēnshuō	不由分說	phầu do phận duyệt, phầu do phận thuyết, phầu do phận thuế, phầu do phân duyệt, phầu do phân thuyết, phầu do phân thuế, phủ do phận duyệt, phủ do phận thuyết, phủ do phận thuế, phủ do phân duyệt, phủ do phân thuyết, phủ do phân thuế, bất do phận duyệt, bất do phận thuyết, bất do phận thuế, bất do phân duyệt, bất do phân thuyết, bất do phân thuế, phi do phận duyệt, phi do phận thuyết, phi do phận thuế, phi do phân duyệt, phi do phân thuyết, phi do phân thuế
21291.0	2.47	炒饭	chǎofàn	炒飯	sao phãn, sao phạn
21294.0	2.47	赔钱	péiqián	賠錢	bồi tiền, bồi tiễn
21296.0	2.47	有成就	yǒuchéngjìu	有成就	dựu thành tựu, hữu thành tựu
21300.0	2.47	沈天心	shěntiānxīn	瀋天心	trầm thiên tâm, thẩm thiên tâm, trấm thiên tâm
21306.0	2.47	锺	zhōng	锺	chung
21310.0	2.47	矶	jī	磯	ki
21311.0	2.47	淇	qí	淇	kì
21313.0	2.47	选好	xuǎnhǎo	選好	tuyến hảo, tuyến hiếu, tuyển hảo, tuyển hiếu
21315.0	2.46	榭	xiè	榭	tạ
21317.0	2.46	周良	zhōuliáng	周良	chu lương
21320.0	2.46	廖	liào	廖	liêu, liệu
21322.0	2.46	宣传部	xuānchuánbù	宣傳部	tuyên truyện bộ, tuyên truyến bộ, tuyên truyền bộ
21327.0	2.46	男女老少	nánnv̌lǎoshǎo	男女老少	nam nhữ lão thiếu, nam nhữ lão thiểu, nam nữ lão thiếu, nam nữ lão thiểu, nam nứ lão thiếu, nam nứ lão thiểu
21330.0	2.46	让出	ràngchū	讓出	nhượng xích, nhượng xúy, nhượng xuất
21338.0	2.46	普罗	pǔluō	普羅	phổ la
21339.0	2.46	参选	cānxuǎn	參選	tham tuyến, tham tuyển, xam tuyến, xam tuyển, sâm tuyến, sâm tuyển
21341.0	2.46	安检	ānjiǎn	安檢	an kiểm
21347.0	2.46	濡	rú	濡	nhu, nhi
21352.0	2.46	数数	shùshù	數數	sác sác, sác xúc, sác số, sác sổ, xúc sác, xúc xúc, xúc số, xúc sổ, số sác, số xúc, số số, số sổ, sổ sác, sổ xúc, sổ số, sổ sổ
21360.0	2.46	失业率	shīyèlv̀	失業率	thất nghiệp soát, thất nghiệp súy, thất nghiệp luật, thất nghiệp suất
21362.0	2.46	原为	yuánwèi	原為	nguyên vi
21364.0	2.46	校友会	xiàoyǒuhùi	校友會	giáo hữu hội, giáo hữu cối, hiệu hữu hội, hiệu hữu cối, hào hữu hội, hào hữu cối
21365.0	2.46	收容所	shōuróngsuǒ	收容所	thu dong sở, thu dung sở, thú dong sở, thú dung sở
21366.0	2.46	窦	dòu	竇	đậu
21370.0	2.46	女仆	nv̌pū	女僕	nhữ bộc, nhữ phó, nữ bộc, nữ phó, nứ bộc, nứ phó
21372.0	2.46	沾上	zhānshàng	沾上	điếp thượng, điếp thướng, triêm thượng, triêm thướng
21374.0	2.46	研究生院	yánjīushēngyuàn	研究生院	nghiên cứu sanh viện, nghiên cứu sinh viện
21375.0	2.46	房主	fángzhǔ	房主	bàng chủ, phòng chủ
21377.0	2.46	综合症	zònghézhèng	呲合症	tông hợp trưng, tông hợp chứng, tông cáp trưng, tông cáp chứng, thử hợp trưng, thử hợp chứng, thử cáp trưng, thử cáp chứng, tống hợp trưng, tống hợp chứng, tống cáp trưng, tống cáp chứng
21380.0	2.46	list	list	list	
21381.0	2.45	视点	shìdiǎn	視點	thị điểm
21388.0	2.45	秦王	qínwáng	秦王	tần vượng, tần vương
21390.0	2.45	烟盒	yānhé	煙盒	ư hạp, yên hạp
21392.0	2.45	PDA	PDA	PDA	
21397.0	2.45	斟	zhēn	斟	châm
21398.0	2.45	摧	cūi	摧	tỏa, tồi
21404.0	2.45	庚	gēng	庚	canh
21407.0	2.45	极权	jíquán	極權	cực quyền
21408.0	2.45	商户	shānghù	商戶	thương hộ
21411.0	2.45	info	info	info	
21412.0	2.45	批量	pīliàng	批量	phê lương, phê lượng
21413.0	2.45	偶遇	ǒuyù	偶遇	ngẫu ngộ
21414.0	2.45	民主政治	mínzhǔzhèngzhì	民主政治	dân chủ chánh trị, dân chủ chánh trì, dân chủ chính trị, dân chủ chính trì
21426.0	2.45	James	James	James	
21432.0	2.45	联合会	liánhéhùi	聯合會	liên hợp hội, liên hợp cối, liên cáp hội, liên cáp cối
21434.0	2.45	杞	qǐ	杞	kỷ
21437.0	2.45	报出	bàochū	報出	báo xích, báo xúy, báo xuất
21440.0	2.45	深蓝	shēnlán	深藍	thâm lam
21441.0	2.45	塞车	sāichē	塞車	tái xa, tắc xa
21442.0	2.45	苹	píng	蘋	bình, tần
21445.0	2.44	巡演	xúnyǎn	巡演	tuần diễn
21448.0	2.44	Party	Party	Party	
21450.0	2.44	王主任	wángzhǔrèn	王主任	vượng chủ nhậm, vượng chủ nhâm, vương chủ nhậm, vương chủ nhâm
21451.0	2.44	融为一体	róngwèiyītǐ	融為一體	dong vi nhất thể, dung vi nhất thể
21454.0	2.44	啊呀	ayā	啊呀	a nha
21456.0	2.44	余秋雨	yúqīuyǔ	餘秋雨	dư thu vú, dư thu vũ
21461.0	2.44	前生	qiánshēng	前生	tiền sanh, tiền sinh
21462.0	2.44	阿凡提	āfántí	阿凡提	a phàm thì, a phàm để, a phàm đề, á phàm thì, á phàm để, á phàm đề
21467.0	2.44	瑗	yuàn	瑗	viện
21468.0	2.44	志强	zhìqiáng	志強	chí cưỡng, chí cường, chí cương
21469.0	2.44	直指	zhízhǐ	直指	trực chỉ
21471.0	2.44	版块	bǎnkuài	版塊	bản khối
21472.0	2.44	轻轨	qīnggǔi	輕軌	khánh quỹ, khinh quỹ
21483.0	2.44	杂谈	zátán	雜談	tạp đàm
21488.0	2.44	小黄	xiǎohuáng	小黃	tiểu hoàng
21492.0	2.44	卢浮宫	lúfúgōng	盧浮宮	lô phù cung
21497.0	2.44	取证	qǔzhèng	取證	thủ chứng
21498.0	2.44	武昌	wǔchāng	武昌	vũ xương, võ xương
21501.0	2.44	偶有	ǒuyǒu	偶有	ngẫu dựu, ngẫu hữu
21506.0	2.44	佚	yì	佚	dật
21509.0	2.43	免疫力	miǎnyìlì	免疫力	miễn dịch lực, vấn dịch lực
21511.0	2.43	南亚	nányà	南亞	nam á
21515.0	2.43	ZT	ZT	ZT	
21516.0	2.43	算出	suànchū	算出	toán xích, toán xúy, toán xuất
21518.0	2.43	威海	wēihǎi	威海	uy hải
21519.0	2.43	设计者	shèjìzhě	設計者	thiết kê giả, thiết kế giả
21521.0	2.43	＄	＄	＄	
21524.0	2.43	Why	Why	Why	
21525.0	2.43	义乌	yìwū	義烏	nghĩa ô
21529.0	2.43	报以	bàoyǐ	報以	báo dĩ
21530.0	2.43	BY	BY	BY	
21532.0	2.43	投下	tóuxià	投下	đầu hạ, đầu há
21535.0	2.43	开完	kāiwán	開完	khai hoàn
21538.0	2.43	盅	zhōng	盅	chung
21541.0	2.43	徐本禹	xúběnyǔ	徐本禹	từ bổn vũ, từ bản vũ
21542.0	2.43	FLASH	FLASH	FLASH	
21546.0	2.43	D9	D9	D9	
21553.0	2.43	中宣部	zhōngxuānbù	中宣部	trúng tuyên bộ, trung tuyên bộ
21559.0	2.42	歹	dǎi	歹	ngạt, đãi
21567.0	2.42	排水	páishǔi	排水	bài thủy
21568.0	2.42	郝	hǎo	郝	hác
21569.0	2.42	北京师范大学	běijīngshīfàndàxué	北京師範大學	bắc kinh sư phạm đại học, bắc kinh sư phạm thái học
21574.0	2.42	酒类	jǐulèi	酒類	tửu loại
21575.0	2.42	碰碰	pèngpèng	碰碰	binh binh, binh bính, bính binh, bính bính
21577.0	2.42	自然环境	zìránhuánjìng	自然環境	tự nhiên hoàn cảnh
21578.0	2.42	蒲	pú	蒲	bồ
21580.0	2.42	刮风	guāfēng	刮風	quát phong
21581.0	2.42	雏	chú	雛	sồ
21583.0	2.42	年产	niánchǎn	年產	niên sản
21584.0	2.42	崴	wēi	崴	uy
21589.0	2.42	热销	rèxiāo	熱銷	nhiệt tiêu
21591.0	2.42	ね	ね	ね	
21592.0	2.42	咖喱	kālí	咖喱	
21593.0	2.42	九九	jǐujǐu	九九	cưu cưu, cưu cửu, cửu cưu, cửu cửu
21597.0	2.42	半年前	bànniánqián	半年前	bán niên tiền
21598.0	2.42	CNN	CNN	CNN	
21600.0	2.42	实用性	shíyòngxìng	實用性	thật dụng tính
21601.0	2.42	尼采	nícǎi	尼采	nặc thải, nặc thái, nệ thải, nệ thái, nật thải, nật thái, ni thải, ni thái
21609.0	2.42	二十万	èrshíwàn	二十萬	nhị thập vạn, nhị thập mặc
21610.0	2.42	铁链	tiěliàn	鐵鍊	thiết luyện, thiết liên
21615.0	2.42	these	these	these	
21616.0	2.42	抗美援朝	kàngměiyuánzhāo	抗美援朝	kháng mĩ viện triều, kháng mĩ viện triêu, kháng mĩ viên triều, kháng mĩ viên triêu, kháng mỹ viện triều, kháng mỹ viện triêu, kháng mỹ viên triều, kháng mỹ viên triêu
21619.0	2.42	族群	zúqún	族群	tộc quần
21621.0	2.42	膀	bǎng	膀	bàng
21622.0	2.42	居民区	jūmínqū	居民區	cư dân khu, cư dân âu, kí dân khu, kí dân âu
21626.0	2.42	竭尽全力	jiéjǐnquánlì	竭盡全力	kiệt tẫn toàn lực, kiệt tận toàn lực
21627.0	2.41	羊城	yángchéng	羊城	dương thành
21629.0	2.41	线性	xiànxìng	線性	tuyến tính
21634.0	2.41	万户	wànhù	萬戶	vạn hộ, mặc hộ
21637.0	2.41	鸾	luán	鸞	loan
21639.0	2.41	强制性	qiángzhìxìng	強制性	cưỡng chế tính, cường chế tính, cương chế tính
21643.0	2.41	渗	shèn	滲	sấm
21644.0	2.41	漪	yī	漪	y
21646.0	2.41	游乐场	yóulècháng	遊樂場	du nhạc tràng, du nhạc trường, du lạc tràng, du lạc trường, du nhạo tràng, du nhạo trường
21647.0	2.41	计算器	jìsuànqì	計算器	kê toán khí, kế toán khí
21648.0	2.41	帐单	zhàngdān	帳單	trướng thiện, trướng đan, trướng thiền
21651.0	2.41	普希金	pǔxījīn	普希金	phổ hi kim, phổ hy kim
21653.0	2.41	巴勒斯坦人	bālèsītǎnrén	巴勒斯坦人	ba lặc tư thản nhân
21656.0	2.41	张林	zhānglín	張林	trướng lâm, trương lâm
21658.0	2.41	突破口	tūpòkǒu	突破口	đột phá khẩu
21661.0	2.41	爱德华	àidéhuá	愛德華	ái đức hoa, ái đức hóa
21662.0	2.41	罗晶晶	luōjīngjīng	羅晶晶	la tinh tinh
21663.0	2.41	郭靖	guōjìng	郭靖	quách tĩnh
21665.0	2.41	文智	wénzhì	文智	văn trí, vấn trí
21667.0	2.41	校园网	xiàoyuánwǎng	校園網	giáo viên võng, hiệu viên võng, hào viên võng
21669.0	2.41	省去	shěngqù	省去	tỉnh khứ, tỉnh khu
21671.0	2.41	东四	dōngsì	東四	đông tứ
21678.0	2.41	肝病	gānbìng	肝病	can bệnh
21680.0	2.41	nice	nice	nice	
21682.0	2.41	想像力	xiǎngxiànglì	想像力	tưởng tượng lực
21687.0	2.41	泳装	yǒngzhuāng	泳裝	vịnh trang
21688.0	2.41	肖邦	xiàobāng	肖邦	tiếu bang, tiêu bang
21689.0	2.41	VC	VC	VC	
21692.0	2.4	office	office	office	
21693.0	2.4	每回	měihúi	每回	mỗi hối, mỗi hồi, môi hối, môi hồi
21695.0	2.4	SP	SP	SP	
21697.0	2.4	东城	dōngchéng	東城	đông thành
21700.0	2.4	商业区	shāngyèqū	商業區	thương nghiệp khu, thương nghiệp âu
21701.0	2.4	历史学	lìshǐxué	歷史學	lịch sử học
21702.0	2.4	分销	fēnxiāo	分銷	phận tiêu, phân tiêu
21704.0	2.4	日日夜夜	rìrìyèyè	日日夜夜	nhật nhật dạ dạ
21710.0	2.4	anonymous	anonymous	anonymous	
21711.0	2.4	左拐	zuǒguǎi	左拐	tá quải, tả quải
21713.0	2.4	music	music	music	
21714.0	2.4	长青	chángqīng	長青	trướng thanh, trường thanh, trưởng thanh
21715.0	2.4	Show	Show	Show	
21721.0	2.4	盯上	dīngshàng	盯上	trành thượng, trành thướng
21722.0	2.4	防晒	fángshài	防晒	phòng sái
21724.0	2.4	转来	zhuǎnlái	轉來	chuyến lai, chuyến lãi, chuyển lai, chuyển lãi
21725.0	2.4	仅供参考	jǐngōngcānkǎo	僅供參考	cận cung tham khảo, cận cung xam khảo, cận cung sâm khảo
